925	17	Standard
926	1285	00901
926	1286	01902
927	1287	03688
928	17	Standard
928	1288	06349
928	1289	05418
929	17	Standard
930	17	Standard
930	1290	05362
930	1291	05364
930	1292	178742
931	1293	02880
931	1294	00212
932	17	Standard
932	1295	05560
932	1296	04520
933	1297	01857
933	1298	05618
934	84	218435
935	1299	01796
935	1300	02061
936	17	Standard
937	17	Standard
937	1301	08976
938	1302	01823
938	1303	00454
939	1304	00453
939	1305	02436
940	251	183228
941	17	Standard
942	1306	03458
942	1307	02800
943	1308	151816
943	1309	196533
944	1310	03463
944	1311	03251
945	17	Standard
945	1312	01663
945	1313	03837
946	17	Standard
947	1314	297396
947	1315	297396
947	1316	16850
948	1317	12797
949	1318	00181
949	1319	00146
950	1320	04542
950	1321	02164
951	1322	11794
952	1323	134160
952	1324	06577
952	1325	11451
952	1326	134160
953	1327	01761
953	1328	01238
954	1329	00579
954	1330	00526
955	1331	06369
955	1332	04760
956	1333	03855
956	1334	04579
957	17	Standard
958	1335	05017
958	1336	02805
959	1337	04015
959	1338	00218
960	17	Standard
961	17	Standard
961	1339	00777
961	1340	00241
962	1341	03009
962	1342	00547
963	1343	146457
964	17	Standard
965	17	Standard
965	1344	05497
965	1345	00444
966	254	133688
967	1346	00109
967	1347	01693
968	1348	58063
968	1349	58063
969	1350	05208
969	1351	02177
970	1352	11382
970	1353	03786
971	1354	12140
971	1355	11552
972	1356	13391
973	17	Standard
974	17	Standard
974	1357	05639
975	1358	15926
976	1359	03387
976	1360	00626
977	1361	08916
978	1362	194854
979	17	Standard
980	1363	17541
980	1364	17541
980	1365	09690
981	17	Standard
982	1366	04861
982	1367	00774
983	17	Standard
984	17	Standard
985	1368	00160
985	1369	54371
986	1370	03589
986	1371	00340
987	17	Standard
988	1372	03184
988	1373	01142
989	1374	146183
990	17	Standard
991	1375	09053
992	1376	08959
992	1377	00761
993	1378	03089
993	1379	03007
994	17	Standard
994	1380	153403
995	1381	151109
996	1382	01765
996	1383	00386
997	1384	00475
997	1385	04162
998	1386	01264
998	1387	01261
999	1388	00765
999	1389	00177
1000	17	Standard
1001	17	Standard
1002	1390	01751
1002	1391	03223
1003	1392	03995
1003	1393	02111
1004	17	Standard
1005	17	Standard
1006	1394	06577
1006	1395	02859
1007	1396	16739
1008	17	Standard
1009	1397	57824
1010	1398	00147
1011	17	Standard
1012	1399	14853
1012	1400	12174
1013	17	Standard
1013	1401	01859
1013	1402	05395
1014	17	Standard
1014	1403	08969
1014	1404	07205
1015	1405	258854
1015	1406	258854
1016	1407	01045
1017	17	Standard
1018	1408	10941
1019	1409	10952
1020	17	Standard
1021	1410	15605
1022	1411	01825
1022	1412	00626
1023	1413	10279
1024	17	Standard
1025	1414	13887
1026	1415	18103
1027	62	295778
1028	17	Standard
1029	1416	02506
1029	1417	04026
1030	17	Standard
1030	1418	00023
1030	1419	02619
1031	1420	178031
1032	17	Standard
1033	1421	300602
1034	17	Standard
1035	1422	16313
1036	1423	07077
1036	1424	01229
1037	17	Standard
1038	17	Standard
1039	1425	00804
1039	1426	00630
1040	17	Standard
1040	1427	01574
1040	1428	01275
1041	580	182101
1041	1429	12531
1042	751	295185
1042	1430	295185
1043	1431	01302
1043	1432	06817
1044	1433	03221
1044	1434	00844
1045	1435	02910
1045	1436	01241
1046	1437	209191
1047	1438	02547
1047	1439	10268
1048	1440	02518
1048	1441	06928
1049	1442	16249
1049	1443	12026
1050	1444	04011
1050	1445	17535
1051	1446	04687
1052	1447	12473
1052	1448	01259
1053	1449	03458
1053	1450	10868
1054	1451	82969
1054	17	Standard
1054	1452	04680
1054	1453	04670
1054	1454	218074
1054	1455	237
1055	17	Standard
1056	1456	09004
1056	1457	00526
1057	585	57927
1057	1458	57927
1058	1459	09455
1058	1460	06769
1059	1461	150981
1060	1462	18279
1061	1463	02407
1061	1464	295823
1062	17	Standard
1063	1465	154
1064	1466	03479
1064	1467	01301
1065	1468	177870
